index,field,value
 10.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 10.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 10.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 10.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 10.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 10.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 10.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 10.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 11.1.1.1,category1_name,"CAD Audio, 2 GXLD2HBAH Digital Wireless Combo Microphone System, Handheld and Bodypack, AH Frequency Band (AMS-GXLD2-HBAH)"
 11.1.1.4,category1_price,$202.24
 11.1.1.2,category1_rating,2 ratings
 11.1.1.3,category1_review,a-icon a-icon-star a-star-4
 11.2.1.5,category2_description,91% positive over last 12 months
 11.2.2.5,category2_description,92% positive over last 12 months
 11.2.3.5,category2_description,94% positive over last 12 months
 11.2.4.5,category2_description,89% positive over last 12 months
 11.2.5.5,category2_description,88% positive over last 12 months
 11.2.6.5,category2_description,84% positive over last 12 months
 11.2.1.1,category2_name,Guitar Audio
 11.2.2.1,category2_name,Interstate Music
 11.2.3.1,category2_name,MusicStoreLive
 11.2.4.1,category2_name,Pitbull Electronics
 11.2.5.1,category2_name,Capital Music Gear
 11.2.6.1,category2_name,AVLGear
 11.2.1.2,category2_price,$199.00
 11.2.2.2,category2_price,$199.99
 11.2.3.2,category2_price,$199.99
 11.2.4.2,category2_price,$199.99
 11.2.5.2,category2_price,$199.99
 11.2.6.2,category2_price,$199.00
 11.2.1.4,category2_rating_count,6347
 11.2.2.4,category2_rating_count,7711
 11.2.3.4,category2_rating_count,2646
 11.2.4.4,category2_rating_count,5125
 11.2.5.4,category2_rating_count,958
 11.2.6.4,category2_rating_count,4281
 11.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 11.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 11.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 11.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 11.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 11.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 12.1.1.1,category1_name,CAD Audio GXL1200 Cardioid Condenser Microphone
 12.1.1.4,category1_price,$69.06
 12.1.1.2,category1_rating,70 ratings
 12.1.1.3,category1_review,a-icon a-icon-star a-star-4
 12.2.1.5,category2_description,99% positive over last 12 months
 12.2.2.5,category2_description,93% positive over last 12 months
 12.2.3.5,category2_description,89% positive over last 12 months
 12.2.4.5,category2_description,94% positive over last 12 months
 12.2.5.5,category2_description,91% positive over last 12 months
 12.2.6.5,category2_description,84% positive over last 12 months
 12.2.1.1,category2_name,Amazon.com
 12.2.2.1,category2_name,8th Street Music
 12.2.3.1,category2_name,Pitbull Electronics
 12.2.4.1,category2_name,MusicStoreLive
 12.2.5.1,category2_name,Guitar Audio
 12.2.6.1,category2_name,AVLGear
 12.2.1.2,category2_price,Nan
 12.2.2.2,category2_price,Nan
 12.2.3.2,category2_price,Nan
 12.2.4.2,category2_price,Nan
 12.2.5.2,category2_price,Nan
 12.2.6.2,category2_price,Nan
 12.2.1.4,category2_rating_count,38240
 12.2.2.4,category2_rating_count,22085
 12.2.3.4,category2_rating_count,5125
 12.2.4.4,category2_rating_count,2646
 12.2.5.4,category2_rating_count,6347
 12.2.6.4,category2_rating_count,4281
 12.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 12.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 12.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 12.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 12.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 12.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 13.1.1.1,category1_name,"Astatic 915B 15"" Cardioid Condenser Mini Gooseneck Microphone - Equitek Capsule for Extended Frequency Response"
 13.1.1.4,category1_price,Nan
 13.1.1.2,category1_rating,2 ratings
 13.1.1.3,category1_review,a-icon a-icon-star a-star-4
 13.2.1.5,category2_description,87% positive over last 12 months
 13.2.2.5,category2_description,84% positive over last 12 months
 13.2.1.1,category2_name,Consumer Supply Co
 13.2.2.1,category2_name,AVLGear
 13.2.1.2,category2_price,Nan
 13.2.2.2,category2_price,Nan
 13.2.1.4,category2_rating_count,538
 13.2.2.4,category2_rating_count,4281
 13.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 13.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.1.1.1,category1_name,"CAD Audio Studio Headphones, Black (MH210)"
 14.1.1.4,category1_price,$58.51
 14.1.1.2,category1_rating,57 ratings
 14.1.1.3,category1_review,a-icon a-icon-star a-star-4
 14.2.1.5,category2_description,85% positive over last 12 months
 14.2.2.5,category2_description,Nan
 14.2.3.5,category2_description,84% positive over last 12 months
 14.2.4.5,category2_description,89% positive over last 12 months
 14.2.5.5,category2_description,94% positive over last 12 months
 14.2.6.5,category2_description,92% positive over last 12 months
 14.2.7.5,category2_description,91% positive over last 12 months
 14.2.8.5,category2_description,84% positive over last 12 months
 14.2.1.1,category2_name,Yandas Music & Pro Audio
 14.2.2.1,category2_name,Sims Music
 14.2.3.1,category2_name,Pitbull Electronics
 14.2.4.1,category2_name,MusicStoreLive
 14.2.5.1,category2_name,Adorama
 14.2.6.1,category2_name,Guitar Audio
 14.2.7.1,category2_name,AVLGear
 14.2.8.1,category2_name,Nan
 14.2.1.2,category2_price,Nan
 14.2.2.2,category2_price,Nan
 14.2.3.2,category2_price,Nan
 14.2.4.2,category2_price,Nan
 14.2.5.2,category2_price,Nan
 14.2.6.2,category2_price,Nan
 14.2.7.2,category2_price,Nan
 14.2.8.2,category2_price,Nan
 14.2.1.4,category2_rating_count,269
 14.2.2.4,category2_rating_count,$9.99
 14.2.3.4,category2_rating_count,120
 14.2.4.4,category2_rating_count,5125
 14.2.5.4,category2_rating_count,2646
 14.2.6.4,category2_rating_count,573346
 14.2.7.4,category2_rating_count,6347
 14.2.8.4,category2_rating_count,4281
 14.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 14.2.8.3,category2_review,Nan
 15.1.1.1,category1_name,CAD Audio StageSelect WX1610 Wireless Bodypack System with E19 Earset Microphone
 15.1.1.4,category1_price,$341.50
 15.1.1.2,category1_rating,16 ratings
 15.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 15.2.1.5,category2_description,84% positive over last 12 months
 15.2.2.5,category2_description,77% positive over last 12 months
 15.2.1.1,category2_name,AVLGear
 15.2.2.1,category2_name,Mega Big Box
 15.2.1.2,category2_price,$299.00
 15.2.2.2,category2_price,$341.50
 15.2.1.4,category2_rating_count,4281
 15.2.2.4,category2_rating_count,568
 15.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 15.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 16.1.1.1,category1_name,"Astatic AMC105-2-19 19"" Omnidirectional Dynamic Gooseneck Microphone with 2 DPDT Push-to-Talk Switch - Gooseneck, 2 3/4 inch Flange (6' Cable)"
 16.1.1.4,category1_price,$100.34
 16.1.1.2,category1_rating,16 ratings
 16.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 16.2.1.5,category2_description,99% positive over last 12 months
 16.2.2.5,category2_description,100% positive over last 12 months
 16.2.3.5,category2_description,98% positive over last 12 months
 16.2.4.5,category2_description,57% positive over last 12 months
 16.2.5.5,category2_description,83% positive over last 12 months
 16.2.6.5,category2_description,85% positive over last 12 months
 16.2.7.5,category2_description,89% positive over last 12 months
 16.2.8.5,category2_description,87% positive over last 12 months
 16.2.9.5,category2_description,84% positive over last 12 months
 16.2.1.1,category2_name,Amazon.com
 16.2.2.1,category2_name,Amazon.com
 16.2.3.1,category2_name,Amazon.com
 16.2.4.1,category2_name,Neobits_
 16.2.5.1,category2_name,Home Essentials ✅
 16.2.6.1,category2_name,BeachAudio
 16.2.7.1,category2_name,Casa Mila Inc
 16.2.8.1,category2_name,Consumer Supply Co
 16.2.9.1,category2_name,AVLGear
 16.2.1.2,category2_price,$112.12
 16.2.2.2,category2_price,$119.99
 16.2.3.2,category2_price,$119.00
 16.2.4.2,category2_price,$138.06
 16.2.5.2,category2_price,$147.54
 16.2.6.2,category2_price,$147.92
 16.2.7.2,category2_price,$150.74
 16.2.8.2,category2_price,$139.00
 16.2.9.2,category2_price,Nan
 16.2.1.4,category2_rating_count,2260
 16.2.2.4,category2_rating_count,446911
 16.2.3.4,category2_rating_count,37577
 16.2.4.4,category2_rating_count,581
 16.2.5.4,category2_rating_count,16920
 16.2.6.4,category2_rating_count,186332
 16.2.7.4,category2_rating_count,496
 16.2.8.4,category2_rating_count,538
 16.2.9.4,category2_rating_count,4281
 16.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 16.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 16.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 16.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 16.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 16.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 16.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 16.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 16.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.1.1.1,category1_name,"CAD Audio GXLD2BBAI Digital Dual Wireless Bodypack System, AI Frequency Band"
 17.1.1.4,category1_price,$199.99
 17.1.1.2,category1_rating,Nan
 17.1.1.3,category1_review,Nan
 17.2.1.5,category2_description,93% positive over last 12 months
 17.2.2.5,category2_description,91% positive over last 12 months
 17.2.3.5,category2_description,100% positive over last 12 months
 17.2.4.5,category2_description,92% positive over last 12 months
 17.2.5.5,category2_description,92% positive over last 12 months
 17.2.6.5,category2_description,88% positive over last 12 months
 17.2.7.5,category2_description,84% positive over last 12 months
 17.2.8.5,category2_description,Nan
 17.2.1.1,category2_name,"CAD Audio GXLD2BBAI Digital Dual Wireless Bodypack System, AI Frequency Band"
 17.2.2.1,category2_name,GearTree
 17.2.3.1,category2_name,Guitar Audio
 17.2.4.1,category2_name,Amazon.com
 17.2.5.1,category2_name,Interstate Music
 17.2.6.1,category2_name,Adorama
 17.2.7.1,category2_name,Capital Music Gear
 17.2.8.1,category2_name,AVLGear
 17.2.1.2,category2_price,$199.00
 17.2.2.2,category2_price,$199.00
 17.2.3.2,category2_price,$199.99
 17.2.4.2,category2_price,$199.99
 17.2.5.2,category2_price,$199.99
 17.2.6.2,category2_price,$199.99
 17.2.7.2,category2_price,$199.00
 17.2.8.2,category2_price,Nan
 17.2.1.4,category2_rating_count,21151
 17.2.2.4,category2_rating_count,6347
 17.2.3.4,category2_rating_count,12020
 17.2.4.4,category2_rating_count,7711
 17.2.5.4,category2_rating_count,573346
 17.2.6.4,category2_rating_count,958
 17.2.7.4,category2_rating_count,4281
 17.2.8.4,category2_rating_count,Nan
 17.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 17.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 17.2.8.3,category2_review,Nan
 18.1.1.1,category1_name,CAD PM4100 PodMaster BOOM Broadcast/Podcast Boom Arm Mic Stand
 18.1.1.4,category1_price,$19.99
 18.1.1.2,category1_rating,32 ratings
 18.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 18.2.1.5,category2_description,94% positive over last 12 months
 18.2.2.5,category2_description,90% positive over last 12 months
 18.2.3.5,category2_description,Nan
 18.2.4.5,category2_description,Nan
 18.2.1.1,category2_name,MusicStoreLive
 18.2.2.1,category2_name,Amazon.com
 18.2.3.1,category2_name,Amazon.com
 18.2.4.1,category2_name,ALAMO MUSIC
 18.2.1.2,category2_price,Nan
 18.2.2.2,category2_price,Nan
 18.2.3.2,category2_price,Nan
 18.2.4.2,category2_price,Nan
 18.2.1.4,category2_rating_count,2646
 18.2.2.4,category2_rating_count,125
 18.2.3.4,category2_rating_count,Nan
 18.2.4.4,category2_rating_count,Nan
 18.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 18.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 18.2.3.3,category2_review,Nan
 18.2.4.3,category2_review,Nan
 19.1.1.1,category1_name,"Astatic AMC105SNO-19 19"" Omnidirectional Dynamic Gooseneck Microphone with 1 DPDT Push-to-Talk Switch - Gooseneck, 2 3/4 inch Flange (6' Cable)"
 19.1.1.4,category1_price,$129.99
 19.1.1.2,category1_rating,16 ratings
 19.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 19.2.1.5,category2_description,98% positive over last 12 months
 19.2.2.5,category2_description,90% positive over last 12 months
 19.2.3.5,category2_description,84% positive over last 12 months
 19.2.4.5,category2_description,98% positive over last 12 months
 19.2.5.5,category2_description,87% positive over last 12 months
 19.2.1.1,category2_name,Amazon.com
 19.2.2.1,category2_name,Full Compass Systems
 19.2.3.1,category2_name,AVLGear
 19.2.4.1,category2_name,M Z Photo
 19.2.5.1,category2_name,Consumer Supply Co
 19.2.1.2,category2_price,$129.99
 19.2.2.2,category2_price,$129.99
 19.2.3.2,category2_price,$129.00
 19.2.4.2,category2_price,$154.00
 19.2.5.2,category2_price,$185.85
 19.2.1.4,category2_rating_count,37577
 19.2.2.4,category2_rating_count,9116
 19.2.3.4,category2_rating_count,4281
 19.2.4.4,category2_rating_count,37577
 19.2.5.4,category2_rating_count,538
 19.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 19.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 19.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 19.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 19.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 20.1.1.1,category1_name,CAD Audio CAD M179 Variable-Pattern Condenser Microphone (M179)
 20.1.1.4,category1_price,$199.99
 20.1.1.2,category1_rating,190 ratings
 20.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 20.2.1.5,category2_description,100% positive over last 12 months
 20.2.10.5,category2_description,100% positive over last 12 months
 20.2.11.5,category2_description,84% positive over last 12 months
 20.2.12.5,category2_description,72% positive over last 12 months
 20.2.13.5,category2_description,72% positive over last 12 months
 20.2.14.5,category2_description,Nan
 20.2.2.5,category2_description,84% positive over last 12 months
 20.2.3.5,category2_description,97% positive over last 12 months
 20.2.4.5,category2_description,96% positive over last 12 months
 20.2.5.5,category2_description,95% positive over last 12 months
 20.2.6.5,category2_description,94% positive over last 12 months
 20.2.7.5,category2_description,89% positive over last 12 months
 20.2.8.5,category2_description,99% positive over last 12 months
 20.2.9.5,category2_description,94% positive
 20.2.1.1,category2_name,"Item is in excellent condition, outer box is torn on 1 side from a label"
 20.2.10.1,category2_name,Front End Audio
 20.2.11.1,category2_name,Backwoods Guitar LLC
 20.2.12.1,category2_name,AVLGear
 20.2.13.1,category2_name,Rover Mall
 20.2.14.1,category2_name,Rover Mall
 20.2.2.1,category2_name,Amazon.com
 20.2.3.1,category2_name,Amazon.com
 20.2.4.1,category2_name,DigitalDJGear
 20.2.5.1,category2_name,K&M Camera Since 1976
 20.2.6.1,category2_name,GuitarTruck
 20.2.7.1,category2_name,MusicStoreLive
 20.2.8.1,category2_name,Pitbull Electronics
 20.2.9.1,category2_name,Amazon.com
 20.2.1.2,category2_price,$174.00
 20.2.10.2,category2_price,$199.00
 20.2.11.2,category2_price,$199.00
 20.2.12.2,category2_price,$249.95
 20.2.13.2,category2_price,$259.95
 20.2.14.2,category2_price,Nan
 20.2.2.2,category2_price,$199.00
 20.2.3.2,category2_price,$199.00
 20.2.4.2,category2_price,$199.00
 20.2.5.2,category2_price,$199.99
 20.2.6.2,category2_price,$199.99
 20.2.7.2,category2_price,$199.99
 20.2.8.2,category2_price,$199.99
 20.2.9.2,category2_price,$199.00
 20.2.1.4,category2_rating_count,688
 20.2.10.4,category2_rating_count,4
 20.2.11.4,category2_rating_count,4281
 20.2.12.4,category2_rating_count,37577
 20.2.13.4,category2_rating_count,37577
 20.2.14.4,category2_rating_count,Nan
 20.2.2.4,category2_rating_count,4281
 20.2.3.4,category2_rating_count,1939
 20.2.4.4,category2_rating_count,24284
 20.2.5.4,category2_rating_count,324
 20.2.6.4,category2_rating_count,2646
 20.2.7.4,category2_rating_count,5125
 20.2.8.4,category2_rating_count,2260
 20.2.9.4,category2_rating_count,846
 20.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 20.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 20.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 20.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 20.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 20.2.14.3,category2_review,Nan
 20.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 20.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 20.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 20.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 20.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 20.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 20.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 20.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 21.1.1.1,category1_name,"CAD Audio GXL1800SP Studio Pack with GXL1800 Side Address & GLX800 Small Diaphragm Mic - Perfect for Studio, Podcasting & Streaming"
 21.1.1.4,category1_price,Nan
 21.1.1.2,category1_rating,406 ratings
 21.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 21.2.1.5,category2_description,100% positive over last 12 months
 21.2.10.5,category2_description,Nan
 21.2.11.5,category2_description,88% positive over last 12 months
 21.2.12.5,category2_description,87% positive over last 12 months
 21.2.13.5,category2_description,84% positive over last 12 months
 21.2.14.5,category2_description,90% positive over last 12 months
 21.2.15.5,category2_description,88% positive over last 12 months
 21.2.2.5,category2_description,89% positive over last 12 months
 21.2.3.5,category2_description,99% positive over last 12 months
 21.2.4.5,category2_description,96% positive over last 12 months
 21.2.5.5,category2_description,93% positive over last 12 months
 21.2.6.5,category2_description,92% positive over last 12 months
 21.2.7.5,category2_description,97% positive over last 12 months
 21.2.8.5,category2_description,95% positive over last 12 months
 21.2.9.5,category2_description,89% positive over last 12 months
 21.2.1.1,category2_name,Echo Valley Trading LLC
 21.2.10.1,category2_name,Sole Source AV Supply
 21.2.11.1,category2_name,Consumer Supply Co
 21.2.12.1,category2_name,AVLGear
 21.2.13.1,category2_name,American Shopping
 21.2.14.1,category2_name,Capital Music Gear
 21.2.15.1,category2_name,Nan
 21.2.2.1,category2_name,"SETI, Inc."
 21.2.3.1,category2_name,Photo4Less
 21.2.4.1,category2_name,Amazon.com
 21.2.5.1,category2_name,GearTree
 21.2.6.1,category2_name,Interstate Music
 21.2.7.1,category2_name,Focus Camera LLC
 21.2.8.1,category2_name,GuitarTruck
 21.2.9.1,category2_name,Casa Mila Inc
 21.2.1.2,category2_price,$109.99
 21.2.10.2,category2_price,Nan
 21.2.11.2,category2_price,Nan
 21.2.12.2,category2_price,Nan
 21.2.13.2,category2_price,Nan
 21.2.14.2,category2_price,Nan
 21.2.15.2,category2_price,Nan
 21.2.2.2,category2_price,Nan
 21.2.3.2,category2_price,Nan
 21.2.4.2,category2_price,Nan
 21.2.5.2,category2_price,Nan
 21.2.6.2,category2_price,Nan
 21.2.7.2,category2_price,Nan
 21.2.8.2,category2_price,Nan
 21.2.9.2,category2_price,Nan
 21.2.1.4,category2_rating_count,158
 21.2.10.4,category2_rating_count,$14.63
 21.2.11.4,category2_rating_count,401
 21.2.12.4,category2_rating_count,538
 21.2.13.4,category2_rating_count,4281
 21.2.14.4,category2_rating_count,670
 21.2.15.4,category2_rating_count,958
 21.2.2.4,category2_rating_count,298
 21.2.3.4,category2_rating_count,38240
 21.2.4.4,category2_rating_count,24284
 21.2.5.4,category2_rating_count,21151
 21.2.6.4,category2_rating_count,7711
 21.2.7.4,category2_rating_count,109780
 21.2.8.4,category2_rating_count,324
 21.2.9.4,category2_rating_count,496
 21.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 21.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.14.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.15.3,category2_review,Nan
 21.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 21.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 21.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 21.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 21.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 21.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 22.1.1.1,category1_name,CAD Audio CADLive A77 Large Diaphragm Supercardioid Dynamic Microphone
 22.1.1.4,category1_price,$149.00
 22.1.1.2,category1_rating,22 ratings
 22.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 22.2.1.5,category2_description,99% positive over last 12 months
 22.2.2.5,category2_description,98% positive over last 12 months
 22.2.3.5,category2_description,99% positive over last 12 months
 22.2.4.5,category2_description,84% positive over last 12 months
 22.2.5.5,category2_description,72% positive over last 12 months
 22.2.6.5,category2_description,85% positive over last 12 months
 22.2.1.1,category2_name,Amazon.com
 22.2.2.1,category2_name,Amazon.com
 22.2.3.1,category2_name,Photo4Less
 22.2.4.1,category2_name,AVLGear
 22.2.5.1,category2_name,Rover Mall
 22.2.6.1,category2_name,Yandas Music & Pro Audio
 22.2.1.2,category2_price,$149.00
 22.2.2.2,category2_price,$149.00
 22.2.3.2,category2_price,$149.00
 22.2.4.2,category2_price,$149.00
 22.2.5.2,category2_price,$258.96
 22.2.6.2,category2_price,$273.89
 22.2.1.4,category2_rating_count,38240
 22.2.2.4,category2_rating_count,80510
 22.2.3.4,category2_rating_count,38240
 22.2.4.4,category2_rating_count,4281
 22.2.5.4,category2_rating_count,37577
 22.2.6.4,category2_rating_count,269
 22.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 22.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 22.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 22.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 22.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 22.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 23.1.1.1,category1_name,CAD Audio VoxPop 6” Pop Filter on 14” Gooseneck
 23.1.1.4,category1_price,$11.99
 23.1.1.2,category1_rating,1 rating
 23.1.1.3,category1_review,a-icon a-icon-star a-star-5
 23.2.1.5,category2_description,99% positive over last 12 months
 23.2.10.5,category2_description,Nan
 23.2.11.5,category2_description,Nan
 23.2.2.5,category2_description,98% positive over last 12 months
 23.2.3.5,category2_description,99% positive over last 12 months
 23.2.4.5,category2_description,94% positive over last 12 months
 23.2.5.5,category2_description,89% positive over last 12 months
 23.2.6.5,category2_description,72% positive over last 12 months
 23.2.7.5,category2_description,85% positive over last 12 months
 23.2.8.5,category2_description,95% positive over last 12 months
 23.2.9.5,category2_description,92% positive over last 12 months
 23.2.1.1,category2_name,Amazon.com
 23.2.10.1,category2_name,GuitarTruck
 23.2.11.1,category2_name,Interstate Music
 23.2.2.1,category2_name,Mugan_Music_Group
 23.2.3.1,category2_name,Circuit  City
 23.2.4.1,category2_name,MusicStoreLive
 23.2.5.1,category2_name,Pitbull Electronics
 23.2.6.1,category2_name,Rover Mall
 23.2.7.1,category2_name,Yandas Music & Pro Audio
 23.2.8.1,category2_name,Amazon.com
 23.2.9.1,category2_name,Amazon.com
