,depth,element,height,parentNode,text,width,x,xpath,y,attributes.charset,attributes.content,attributes.http-equiv,attributes.href,attributes.rel,attributes.as,attributes.crossorigin,attributes.class,attributes.id,attributes.style,attributes.data-action,attributes.data-aod-close-on-esc-action,attributes.data-csa-c-func-deps,attributes.data-csa-c-id,attributes.data-csa-c-type,attributes.data-close-all-offers-display,attributes.tabindex,attributes.aria-label,attributes.role,attributes.data-aod-close-filter-on-click-outside-filter,attributes.action,attributes.method,attributes.data-aod-pinned-offer-scroll-top,attributes.aria-atomic,attributes.aria-live,attributes.data-a-color,attributes.data-a-size,price,attributes.aria-hidden,attributes.onclick,attributes.target,attributes.data-aod-delivery-more-action,attributes.data-aod-atc-action,attributes.data-aod-click-log,attributes.aria-labelledby,attributes.name,attributes.type,attributes.data-show-aod-qty-dropdown,attributes.data-select-aod-qty-option,attributes.value,attributes.data-aod-sticky-pinned-offer-show-more,attributes.title,attributes.data-aod-sticky-pinned-offer-show-less,attributes.alt,attributes.src,attributes.data-aod-pinned-offer-show-more,attributes.data-aod-pinned-offer-show-less,attributes.data-aod-filter-container-hover,attributes.data-aod-show-filter-action,attributes.data-aod-filter-clear-all,attributes.data-aod-toggle-filter-checkbox,attributes.data-aod-filter-swatch-hover,attributes.data-aod-filter-swatch-expand,attributes.data-csa-c-content-id,attributes.data-csa-c-delivery-benefit-program-id,attributes.data-csa-c-delivery-condition,attributes.data-csa-c-delivery-cutoff,attributes.data-csa-c-delivery-price,attributes.data-csa-c-delivery-time,attributes.data-csa-c-delivery-type,attributes.data-csa-c-distance,attributes.data-csa-c-mir-sub-type,attributes.data-csa-c-mir-type,attributes.data-csa-c-mir-variant,attributes.data-csa-c-mir-view,attributes.data-csa-c-pickup-location,attributes.data-csa-c-value-proposition,attributes.data-expand-text,attributes.data-aod-load-offers,attributes.data-a-carousel-options,attributes.autocomplete,attributes.aria-posinset,attributes.aria-setsize,attributes.data-a-dynamic-image,attributes.data-a-max-rows,attributes.data-a-overflow-marker,attributes.data-a-recalculate,attributes.data-a-updated,attributes.data-a-word-break,attributes.data-a-modal,attributes.data-addnewaddress,attributes.accept-charset,attributes.data-value,attributes.aria-describedby,attributes.data-nav-digest,attributes.data-nav-selected,attributes.current,attributes.selected,attributes.dir,attributes.placeholder,attributes.data-csa-c-slot-id,attributes.data-nav-ref,attributes.data-nav-role,attributes.data-ux-jq-mouseenter,attributes.border,attributes.height,attributes.hidefocus,attributes.usemap,attributes.width,attributes.coords,attributes.shape,attributes.data-csa-c-interaction-events,attributes.data-category,attributes.data-handler,attributes.data-nav-flyout-full-width,attributes.data-nav-key,attributes.data-slots,attributes.cel_widget_id,attributes.data-cel-widget,attributes.data-feature-name,attributes.data-card-metrics-id,attributes.data-mix-claimed,attributes.data-add-to-cart,attributes.data-atc-library,attributes.data-components,attributes.data-count,attributes.data-points-total,attributes.data-price-totals,attributes.data-punt,attributes.data-a-card-type,attributes.data-display-string-list,attributes.data-asins,attributes.data-mix-operations,attributes.data-numitems,attributes.data-reftag,attributes.data-a-input-name,attributes.for,attributes.checked,attributes.data-rows,attributes.data-acp-tracking,attributes.data-a-ajax-strategy,attributes.data-a-display-strategy,attributes.data-a-transition-strategy,attributes.data-faceoutkataname,attributes.data-faceoutspecs,attributes.data-individuals,attributes.data-language,attributes.data-linkparameters,attributes.data-marketplaceid,attributes.data-name,attributes.data-offset,attributes.data-reftagprefix,attributes.data-slotindex,attributes.noshade,attributes.size,attributes.data-ask-dpsearch-desktop-input-click,attributes.data-ask-dpsearch-desktop-input-focusin,attributes.data-ask-dpsearch-desktop-input-change,attributes.data-ask-dpsearch-desktop-input-keyup,attributes.data-ask-detail-page-search-prefetch-click,attributes.data-ask-prevent-enter-key,attributes.data-autocomplete-search-results-brief,attributes.maxlength,attributes.data-ask-log-click-csm,attributes.data-ask-dpsearch-desktop-go-to-tab,attributes.data-a-remove-bottom-gutter,attributes.data-element-id,attributes.data-state,attributes.data-hook,attributes.data-reviews:filter-action:push-state,attributes.data-reviews-state-param,attributes.aria-disabled,attributes.aria-valuenow,attributes.aria-expanded,attributes.data-a-expander-toggle,attributes.data-csa-interaction-events,attributes.data-widget-name,attributes.cellspacing
799,15,SPAN,16.0,DIV#condition-text-block-title.a-fixed-left-grid-col.a-col-right,More,27.75,855.96875,//*[@id='condition-text-block-title']/span[2],-541.296875,,,,,,,,expandable-action expandable-expand-action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,16,SPAN,16.0,SPAN.expandable-action.expandable-expand-action,More,27.75,855.96875,//*[@id='condition-text-block-title']/span[2]/span,-541.296875,,,,,,,,a-declarative,,,expand-text,,aui-da-expand-text,214378-747eh-6g1g4e-uxs99r,widget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,17,A,15.0,SPAN.a-declarative,More,27.75,855.96875,//*[@id='condition-text-block-title']/span[2]/span/a,-540.296875,,,,#,,,,a-size-small a-link-normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,11,DIV,24.0,DIV#aod-offer.a-section.a-spacing-medium.a-spacing-top-base.a-padding-none.aod-information-block.aod-clear-float,Ships from       GearTree,547.0,468.0,//*[@id='aod-offer-shipsFrom'],-523.296875,,,,,,,,a-section a-spacing-none a-spacing-top-micro aod-clear-float,aod-offer-shipsFrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,12,DIV,20.0,DIV#aod-offer-shipsFrom.a-section.a-spacing-none.a-spacing-top-micro.aod-clear-float,Ships from       GearTree,547.0,468.0,//*[@id='aod-offer-shipsFrom']/div,-519.296875,,,,,,,,a-fixed-left-grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,13,DIV,20.0,DIV.a-fixed-left-grid,Ships from       GearTree,547.0,468.0,//*[@id='aod-offer-shipsFrom']/div/div,-519.296875,,,,,,,,a-fixed-left-grid-inner,,padding-left:165px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,14,DIV,20.0,DIV.a-fixed-left-grid-inner,Ships from,165.0,468.0,//*[@id='aod-offer-shipsFrom']/div/div/div[1],-519.296875,,,,,,,,a-fixed-left-grid-col aod-padding-right-10 a-col-left,,width:165px;margin-left:-165px;float:left;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,15,SPAN,15.0,DIV.a-fixed-left-grid-col.aod-padding-right-10.a-col-left,Ships from,58.90625,468.0,//*[@id='aod-offer-shipsFrom']/div/div/div[1]/span,-516.296875,,,,,,,,a-size-small a-color-tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,14,DIV,20.0,DIV.a-fixed-left-grid-inner,GearTree,382.0,633.0,//*[@id='aod-offer-shipsFrom']/div/div/div[2],-519.296875,,,,,,,,a-fixed-left-grid-col a-col-right,,padding-left:0%;float:left;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,15,SPAN,15.0,DIV.a-fixed-left-grid-col.a-col-right,GearTree,48.734375,633.0,//*[@id='aod-offer-shipsFrom']/div/div/div[2]/span,-516.296875,,,,,,,,a-size-small a-color-base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,11,DIV,64.0,DIV#aod-offer.a-section.a-spacing-medium.a-spacing-top-base.a-padding-none.aod-information-block.aod-clear-float,Sold by        GearTree                 (21151 ratings)93% positive over last 12 months,547.0,468.0,//*[@id='aod-offer-soldBy'],-499.296875,,,,,,,,a-section a-spacing-none a-spacing-top-micro aod-clear-float,aod-offer-soldBy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,12,DIV,60.0,DIV#aod-offer-soldBy.a-section.a-spacing-none.a-spacing-top-micro.aod-clear-float,Sold by        GearTree                 (21151 ratings)93% positive over last 12 months,547.0,468.0,//*[@id='aod-offer-soldBy']/div,-495.296875,,,,,,,,a-fixed-left-grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,13,DIV,60.0,DIV.a-fixed-left-grid,Sold by        GearTree                 (21151 ratings)93% positive over last 12 months,547.0,468.0,//*[@id='aod-offer-soldBy']/div/div,-495.296875,,,,,,,,a-fixed-left-grid-inner,,padding-left:165px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,14,DIV,20.0,DIV.a-fixed-left-grid-inner,Sold by,165.0,468.0,//*[@id='aod-offer-soldBy']/div/div/div[1],-495.296875,,,,,,,,a-fixed-left-grid-col aod-padding-right-10 a-col-left,,width:165px;margin-left:-165px;float:left;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,15,SPAN,15.0,DIV.a-fixed-left-grid-col.aod-padding-right-10.a-col-left,Sold by,40.546875,468.0,//*[@id='aod-offer-soldBy']/div/div/div[1]/span,-492.296875,,,,,,,,a-size-small a-color-tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,14,DIV,60.0,DIV.a-fixed-left-grid-inner,GearTree                 (21151 ratings)93% positive over last 12 months,382.0,633.0,//*[@id='aod-offer-soldBy']/div/div/div[2],-495.296875,,,,,,,,a-fixed-left-grid-col a-col-right,,padding-left:0%;float:left;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,15,A,15.0,DIV.a-fixed-left-grid-col.a-col-right,GearTree,48.734375,633.0,//*[@id='aod-offer-soldBy']/div/div/div[2]/a,-492.296875,,,,/gp/aag/main?ie=UTF8&seller=A3M2O3U6L5DL0B&isAmazonFulfilled=0&asin=B07J2FYDXK&ref_=olp_merch_name_1,noopener,,,a-size-small a-link-normal,,,,,,,,,,Opens a new page,link,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,15,DIV,40.0,DIV.a-fixed-left-grid-col.a-col-right,(21151 ratings)93% positive over last 12 months,382.0,633.0,//*[@id='aod-offer-seller-rating'],-475.296875,,,,,,,,a-section a-spacing-none a-padding-none,aod-offer-seller-rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,16,I,12.0,DIV#aod-offer-seller-rating.a-section.a-spacing-none.a-padding-none,,60.0,633.0,//*[@id='aod-offer-seller-rating']/i,-472.296875,,,,,,,,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,16,SPAN,35.0,DIV#aod-offer-seller-rating.a-section.a-spacing-none.a-padding-none,(21151 ratings)93% positive over last 12 months,182.203125,633.0,//*[@id='seller-rating-count-{iter}'],-472.296875,,,,,,,,a-size-small a-color-base,seller-rating-count-{iter},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,17,SPAN,35.0,SPAN#seller-rating-count-{iter}.a-size-small.a-color-base,(21151 ratings)93% positive over last 12 months,182.203125,633.0,//*[@id='seller-rating-count-{iter}']/span,-472.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,18,BR,15.0,SPAN,,0.0,779.859375,//*[@id='seller-rating-count-{iter}']/span/br,-472.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,11,DIV,0.0,DIV#aod-offer.a-section.a-spacing-medium.a-spacing-top-base.a-padding-none.aod-information-block.aod-clear-float,,547.0,468.0,//*[@id='aod-offer']/div[7],-435.296875,,,,,,,,a-section aod-offer-divider aod-clear-float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,10,HR,4.0,DIV#aod-offer-list.a-section.a-spacing-none.a-padding-none,,587.0,448.0,//*[@id='aod-offer-list']/hr[1],-419.296875,,,,,,,,a-spacing-none a-divider-normal aod-offer-block-divider,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,10,DIV,166.703125,DIV#aod-offer-list.a-section.a-spacing-none.a-padding-none,"New                               Added Updated Not added                                           $199.00$199.00                                                                                                                                                                                                                                                     FREE delivery June 1 - 2. Order within 12 hrs 35 mins. Details          ...
                             More                                                                                                   Add to Cart         View Cart                                                                                                                                                                                                                                      Ships from       GearTree                                          Sold by        GearTree                 (21151 ratings)93% positive over last 12 months",587.0,448.0,//*[@id='aod-offer'],-403.296875,,,,,,,,a-section a-spacing-medium a-spacing-top-base a-padding-none aod-information-block aod-clear-float,aod-offer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,11,DIV,21.703125,DIV#aod-offer.a-section.a-spacing-medium.a-spacing-top-base.a-padding-none.aod-information-block.aod-clear-float,New                               Added Updated Not added,547.0,468.0,//*[@id='aod-offer']/div[1],-403.296875,,,,,,,,a-fixed-right-grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,12,DIV,21.703125,DIV.a-fixed-right-grid,New                               Added Updated Not added,547.0,468.0,//*[@id='aod-offer']/div[1]/div,-403.296875,,,,,,,,a-fixed-right-grid-inner,,padding-right:150px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,13,DIV,20.0,DIV.a-fixed-right-grid-inner,New,397.0,468.0,//*[@id='aod-offer']/div[1]/div/div[1],-403.296875,,,,,,,,a-fixed-right-grid-col a-col-left,,padding-right:0%;float:left;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,14,DIV,20.0,DIV.a-fixed-right-grid-col.a-col-left,New,397.0,468.0,//*[@id='aod-offer-heading'],-403.296875,,,,,,,,a-section a-spacing-none a-padding-none aod-clear-float,aod-offer-heading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,15,H5,20.0,DIV#aod-offer-heading.a-section.a-spacing-none.a-padding-none.aod-clear-float,New,397.0,468.0,//*[@id='aod-offer-heading']/h5,-403.296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,13,DIV,21.703125,DIV.a-fixed-right-grid-inner,Added Updated Not added,150.0,865.0,//*[@id='aod-offer']/div[1]/div/div[2],-403.296875,,,,,,,,a-fixed-right-grid-col aod-atc-inline-msg-column a-col-right,,width:150px;margin-right:-150px;float:left;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,14,DIV,20.0,DIV.a-fixed-right-grid-col.aod-atc-inline-msg-column.a-col-right,Added,69.046875,945.953125,//*[@id='aod-offer-added-to-cart-2'],-401.59375,,,,,,,,a-box a-alert-inline a-alert-inline-success aod-visibility-hidden a-spacing-none,aod-offer-added-to-cart-2,,,,,,,,,,,,,,,true,polite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,15,DIV,15.0,DIV#aod-offer-added-to-cart-2.a-box.a-alert-inline.a-alert-inline-success.aod-visibility-hidden.a-spacing-none,Added,69.046875,945.953125,//*[@id='aod-offer-added-to-cart-2']/div,-401.59375,,,,,,,,a-box-inner a-alert-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,16,I,18.0,DIV.a-box-inner.a-alert-container,,18.0,947.953125,//*[@id='aod-offer-added-to-cart-2']/div/i,-402.59375,,,,,,,,a-icon a-icon-alert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,16,DIV,15.0,DIV.a-box-inner.a-alert-container,Added,41.046875,973.953125,//*[@id='aod-offer-added-to-cart-2']/div/div,-401.59375,,,,,,,,a-alert-content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,14,DIV,0.0,DIV.a-fixed-right-grid-col.aod-atc-inline-msg-column.a-col-right,Updated,0.0,0.0,//*[@id='aod-offer-updated-cart-2'],0.0,,,,,,,,a-box a-alert-inline a-alert-inline-success aok-hidden a-spacing-none,aod-offer-updated-cart-2,,,,,,,,,,,,,,,true,polite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,15,DIV,0.0,DIV#aod-offer-updated-cart-2.a-box.a-alert-inline.a-alert-inline-success.aok-hidden.a-spacing-none,Updated,0.0,0.0,//*[@id='aod-offer-updated-cart-2']/div,0.0,,,,,,,,a-box-inner a-alert-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,16,I,0.0,DIV.a-box-inner.a-alert-container,,0.0,0.0,//*[@id='aod-offer-updated-cart-2']/div/i,0.0,,,,,,,,a-icon a-icon-alert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,16,DIV,0.0,DIV.a-box-inner.a-alert-container,Updated,0.0,0.0,//*[@id='aod-offer-updated-cart-2']/div/div,0.0,,,,,,,,a-alert-content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,14,DIV,0.0,DIV.a-fixed-right-grid-col.aod-atc-inline-msg-column.a-col-right,Not added,0.0,0.0,//*[@id='aod-offer-not-added-to-cart-2'],0.0,,,,,,,,a-box a-alert-inline a-alert-inline-error aok-hidden a-spacing-none,aod-offer-not-added-to-cart-2,,,,,,,,,,alert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,15,DIV,0.0,DIV#aod-offer-not-added-to-cart-2.a-box.a-alert-inline.a-alert-inline-error.aok-hidden.a-spacing-none,Not added,0.0,0.0,//*[@id='aod-offer-not-added-to-cart-2']/div,0.0,,,,,,,,a-box-inner a-alert-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,16,I,0.0,DIV.a-box-inner.a-alert-container,,0.0,0.0,//*[@id='aod-offer-not-added-to-cart-2']/div/i,0.0,,,,,,,,a-icon a-icon-alert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
